ClinVar_ID,SFI,eigenvalue_shifts_mean,eigenvalue_shifts_max,eigenvector_angles_mean,eigenvector_angles_max,spectral_gap_disruption,spectral_gap_wt,spectral_gap_mut,matrix_shape
VCV000015208,0.21183845706333462,0.0063364689507732054,0.030010102837944364,0.40945870828877884,1.9966316638816137,0.000749511112072207,0.04183198934405483,0.04258150045612704,50x50
VCV000015462,0.2825220391783393,0.010734693532482166,0.039211847576934966,0.44926927198682876,1.998750990836978,0.0002937872094352853,0.04315849773430742,0.0434522849437427,50x50
VCV000015464,0.28219298311808433,0.010629496162782226,0.03756162453249706,0.44892266351597354,1.9984285176489667,2.408305665384247e-06,0.042750490054983166,0.04274808174931778,50x50
VCV000015466,0.7032361719265436,0.011376483608511852,0.03919260543813774,0.8375267341043949,1.9863276279517754,0.0002902770059813736,0.04252984947962932,0.04282012648561069,50x50
VCV000015470,0.5478426340225242,0.010900211941421087,0.03657825832970868,0.45843913024238625,1.9876567478657692,0.0002869844671037694,0.042702653249294294,0.042415668782190524,50x50
VCV000015471,0.5478426340225242,0.010900211941421087,0.03657825832970868,0.45843913024238625,1.9876567478657692,0.0002869844671037694,0.042702653249294294,0.042415668782190524,50x50
VCV000015514,0.13987007213672012,0.011659991306457118,0.03658827322412439,0.2968849972339065,1.997003312178733,0.0009003511402367881,0.04277842168460732,0.04187807054437053,50x50
VCV000015586,0.5912060895896335,0.010544117874214519,0.030796013174469283,0.6737493247670567,1.989257131997878,0.00013261403115708698,0.040720118451525636,0.04058750442036855,50x50
VCV000036284,0.3944062157061324,0.010447604717029494,0.030720726869681747,0.4514777791649688,1.9746342611275027,0.0012994582936165303,0.04157350590002851,0.040274047606411977,50x50
VCV000036285,0.28219298311808433,0.010629496162782226,0.03756162453249706,0.44892266351597354,1.9984285176489667,2.408305665384247e-06,0.042750490054983166,0.04274808174931778,50x50
VCV000036287,0.28219298311808433,0.010629496162782226,0.03756162453249706,0.44892266351597354,1.9984285176489667,2.408305665384247e-06,0.042750490054983166,0.04274808174931778,50x50
VCV000393701,0.11356417345727562,0.010501927521869372,0.03694869566392084,0.2371290661740914,1.9980992261199106,0.0004679224037042323,0.041959258586480294,0.04149133618277606,50x50
