ClinVar_ID,SFI,eigenvalue_shifts_mean,eigenvalue_shifts_max,eigenvector_angles_mean,eigenvector_angles_max,spectral_gap_disruption,spectral_gap_wt,spectral_gap_mut,matrix_shape
VCV000012347,7.311655597230943e-05,7.977909384058882e-05,0.0003701142094378884,4.631146584921364e-05,0.00016844980602115367,6.083214155235689e-07,0.006105042100770138,0.006105650422185661,300x300
VCV000012348,7.868731197703275e-05,8.151722980528422e-05,0.0003495323260624683,5.528866050721584e-05,0.00019597105648838653,7.52127480015824e-07,0.006112103964739876,0.006112856092219892,300x300
VCV000012349,0.7070480028017807,8.050596888288134e-05,0.0003431832608121535,0.22227513660598186,1.9999995098416528,7.805266784436174e-07,0.006158584763797062,0.006159365290475506,300x300
VCV000012350,0.2199962228225302,8.218583858200015e-05,0.0003552608878106406,0.4444514768669626,1.9999675591678576,7.39699132572616e-07,0.006058707379036778,0.00605944707816935,300x300
VCV000012351,3.0956051833083574e-05,3.879354013452673e-05,0.00016203752884454137,1.4813347681768501e-05,5.208073537366076e-05,3.1932182304600376e-08,0.006012378192226104,0.006012410124408408,300x300
VCV000012352,0.07862180604674393,8.339039804856134e-05,0.00035912861734008206,0.22225271058535398,1.9998360373036141,7.0238654520903e-07,0.0060619986046326,0.006062700991177809,300x300
VCV000012353,5.286411978686197e-05,6.0420096414561353e-05,0.00027603433442330294,3.026161615784753e-05,0.00011345703595078138,3.2247841283417067e-07,0.006025665935828621,0.006025988414241455,300x300
VCV000012354,0.17681210101087752,7.987653176412636e-05,0.0003710761181439093,0.22226234624896024,1.9999910955577345,6.300284128013534e-07,0.006186384474242439,0.006187014502655241,300x300
VCV000012355,8.705000739007307e-05,7.946422399007384e-05,0.000308145946750181,7.208771538700119e-05,0.00026887564632394056,2.6809956716646044e-07,0.005913295010945447,0.005913563110512613,300x300
VCV000012356,0.17681442783549078,8.059832025733542e-05,0.0003688031074941117,0.2222688645382554,1.9999887050327936,6.55340858689811e-07,0.006144946780646002,0.006145602121504692,300x300
VCV000012357,0.1414315328267031,6.0890729813374354e-05,0.0002784426362055156,0.22222750083827403,1.9998966936838416,4.96605335263689e-07,0.006079314741168472,0.0060798113465037355,300x300
VCV000012358,9.76871850538656e-05,9.324228830063884e-05,0.0003898339715037863,8.53674579895072e-05,0.00024089925297854364,1.537264798330204e-07,0.0058417609829389365,0.0058419147094187695,300x300
VCV000012359,7.576717856642019e-05,7.964587903799508e-05,0.00035716330780460187,5.1511581089600275e-05,0.00018731278342321023,3.7803975836206427e-07,0.005983473566283447,0.005983851606041809,300x300
VCV000012361,0.19125325312542754,0.0008943126569397893,0.004670948867574874,0.4462982017312179,1.999987880093073,1.4180355030443334e-05,0.006253655449875942,0.006267835804906386,300x300
VCV000012363,2.9531988724367914e-05,3.883096817197032e-05,0.0001760433923339369,1.1653647765095007e-05,4.307659516600282e-05,5.313834185345645e-08,0.0060860642180694206,0.006086117356411274,300x300
VCV000012364,0.7070668527799228,9.321895245043382e-05,0.0004007152089440802,0.22230611945030118,1.9999994117472104,3.9071639515268763e-07,0.005967323558572166,0.005967714274967319,300x300
